,Attrition,Department,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Salary
3507,No,Sales,2,Healthcare Representative,65400,22,10,1,2.0,4.0,2.0,1,4,medium
3508,No,Research & Development,1,Human Resources,38160,13,7,5,3.0,3.0,4.0,2,3,low
3509,No,Sales,1,Manager,52530,15,3,0,3.0,3.0,3.0,3,3,medium
3510,Yes,Research & Development,3,Laboratory Technician,109650,18,0,0,3.0,3.0,3.0,4,3,high
3511,Yes,Research & Development,1,Sales Executive,49360,14,5,0,1.0,1.0,3.0,2,3,low
3512,No,Research & Development,2,Research Scientist,25430,12,1,0,2.0,4.0,3.0,3,3,low
3513,Yes,Sales,1,Research Director,53040,17,2,2,3.0,3.0,2.0,4,3,medium
3514,No,Research & Development,3,Manufacturing Director,166590,16,6,1,3.0,4.0,3.0,3,3,high
3515,No,Research & Development,1,Healthcare Representative,42600,11,4,2,4.0,3.0,3.0,3,3,low
3516,No,Sales,2,Laboratory Technician,24760,19,6,1,2.0,3.0,2.0,3,3,low
3517,No,Research & Development,3,Laboratory Technician,31020,13,5,1,3.0,3.0,1.0,2,3,low
3518,Yes,Research & Development,1,Sales Executive,22440,12,11,3,4.0,1.0,1.0,1,3,low
3519,No,Research & Development,4,Human Resources,75960,11,18,2,2.0,3.0,2.0,1,3,medium
3520,Yes,Sales,1,Laboratory Technician,22850,16,21,13,3.0,1.0,2.0,1,3,low
3521,No,Research & Development,4,Laboratory Technician,30340,21,6,1,2.0,1.0,4.0,2,4,low
3522,No,Research & Development,1,Healthcare Representative,57150,24,8,1,4.0,3.0,3.0,3,4,medium
3523,No,Sales,1,Laboratory Technician,25760,17,4,1,4.0,2.0,3.0,3,3,low
3524,Yes,Research & Development,2,Sales Executive,41970,13,1,0,3.0,4.0,2.0,1,3,low
3525,No,Research & Development,2,Sales Representative,143360,21,8,0,1.0,4.0,3.0,3,4,high
3526,No,Research & Development,1,Manufacturing Director,34480,11,10,1,3.0,2.728246013667426,3.0,3,3,low
3527,No,Research & Development,2,Research Scientist,194060,20,1,0,3.0,4.0,1.0,3,4,high
3528,No,Research & Development,2,Research Scientist,65380,16,7,6,3.0,2.0,4.0,3,3,medium
3529,No,Research & Development,1,Research Director,43060,11,13,4,4.0,1.0,3.0,3,3,low
3530,No,Research & Development,2,Laboratory Technician,22580,11,2,2,4.0,4.0,4.0,3,3,low
3531,Yes,Sales,3,Research Scientist,45220,15,4,1,1.0,3.0,2.0,3,3,low
3532,No,Research & Development,2,Research Scientist,44870,11,1,0,3.0,1.0,3.0,2,3,low
3533,No,Research & Development,2,Healthcare Representative,44490,15,5,4,4.0,1.0,3.0,1,3,low
3534,No,Research & Development,1,Laboratory Technician,22180,24,10,0,2.7236031927023947,4.0,3.0,3,4,low
3535,No,Research & Development,2,Laboratory Technician,191970,12,1,0,3.0,1.0,3.0,3,3,high
3536,No,Research & Development,2,Sales Representative,132120,13,3,0,1.0,3.0,2.0,3,3,high
3537,No,Research & Development,3,Research Scientist,65770,13,14,3,4.0,4.0,2.0,1,3,medium
3538,No,Research & Development,5,Research Director,83920,17,2,1,1.0,3.0,2.0,3,3,medium
3539,Yes,Human Resources,3,Sales Executive,45580,13,6,0,3.0,3.0,3.0,1,3,low
3540,No,Research & Development,1,Research Director,40310,12,7,4,4.0,3.0,3.0,2,3,low
3541,No,Research & Development,1,Sales Executive,79690,14,5,1,2.0,4.0,2.0,3,3,medium
3542,Yes,Research & Development,1,Sales Representative,26540,24,0,0,3.0,4.0,3.0,2,4,low
3543,No,Research & Development,2,Research Scientist,165550,14,26,15,3.0,1.0,3.0,3,3,high
3544,No,Research & Development,1,Sales Representative,45560,13,0,0,4.0,3.0,3.0,3,3,low
3545,No,Research & Development,1,Manager,60910,15,5,1,2.0,3.0,3.0,1,3,medium
3546,Yes,Research & Development,2,Sales Representative,195660,16,1,0,1.0,1.0,1.0,4,3,high
3547,No,Sales,3,Sales Executive,48100,18,4,0,3.0,1.0,3.0,2,3,low
3548,No,Sales,1,Manufacturing Director,45230,16,0,0,2.0,2.0,3.0,4,3,low
3549,No,Research & Development,2,Healthcare Representative,32020,24,2,2,4.0,1.0,3.0,3,4,low
3550,No,Research & Development,2,Research Scientist,23510,16,6,3,4.0,1.0,3.0,3,3,low
3551,No,Research & Development,3,Manager,17020,21,4,0,4.0,2.0,3.0,3,4,low
3552,No,Sales,1,Laboratory Technician,180410,20,7,1,3.0,1.0,3.0,2,4,high
3553,Yes,Human Resources,3,Manufacturing Director,28860,19,1,0,4.0,2.0,1.0,3,3,low
3554,No,Research & Development,1,Sales Executive,20970,14,10,0,2.0,3.0,2.0,2,3,low
3555,No,Research & Development,2,Sales Executive,119350,11,7,1,3.0,3.0,3.0,4,3,high
3556,No,Sales,1,Sales Executive,25460,14,10,8,3.0,3.0,2.0,3,3,low
3557,No,Research & Development,2,Research Scientist,25640,12,20,13,4.0,4.0,3.0,1,3,low
3558,No,Research & Development,1,Human Resources,84120,13,2,2,3.0,4.0,3.0,2,3,medium
3559,No,Sales,1,Sales Executive,141180,22,6,1,4.0,4.0,2.0,3,4,high
3560,No,Research & Development,5,Sales Executive,170460,11,4,0,4.0,1.0,4.0,2,3,high
3561,No,Sales,2,Sales Executive,25640,14,11,1,2.0,4.0,3.0,3,3,low
3562,No,Sales,1,Sales Executive,102660,11,2,2,3.0,2.0,3.0,3,3,high
3563,No,Research & Development,2,Research Scientist,50700,12,8,0,4.0,3.0,3.0,3,3,medium
3564,No,Sales,4,Healthcare Representative,178610,18,7,7,3.0,1.0,3.0,2,3,high
3565,No,Sales,1,Research Scientist,42300,12,14,4,1.0,4.0,3.0,3,3,low
3566,No,Research & Development,2,Research Scientist,37800,12,5,1,2.0,2.0,4.0,1,3,low
3567,No,Research & Development,1,Laboratory Technician,27680,22,4,1,3.0,4.0,3.0,3,4,low
3568,No,Sales,1,Research Scientist,90710,19,11,5,4.0,2.0,3.0,2,3,medium
3569,No,Human Resources,1,Sales Executive,106480,13,1,0,1.0,1.0,3.0,3,3,high
3570,No,Research & Development,2,Sales Executive,136100,22,13,4,3.0,4.0,2.0,2,4,high
3571,No,Research & Development,3,Manufacturing Director,34080,24,9,6,1.0,1.0,2.0,3,4,low
3572,No,Research & Development,2,Sales Representative,29830,14,5,1,4.0,3.0,1.0,2,3,low
3573,No,Human Resources,5,Laboratory Technician,76320,21,10,7,1.0,4.0,3.0,3,4,medium
3574,Yes,Sales,3,Healthcare Representative,98240,18,1,0,1.0,2.0,4.0,3,3,medium
3575,No,Research & Development,1,Manufacturing Director,99500,20,3,1,1.0,4.0,3.0,3,4,medium
3576,No,Research & Development,2,Sales Executive,20930,19,10,0,4.0,4.0,3.0,3,3,low
3577,No,Research & Development,2,Laboratory Technician,99800,12,6,0,3.0,1.0,2.0,3,3,medium
3578,No,Sales,1,Sales Executive,38940,12,10,1,3.0,1.0,3.0,4,3,low
3579,No,Research & Development,1,Research Scientist,40510,16,6,0,3.0,4.0,3.0,3,3,low
3580,No,Research & Development,3,Laboratory Technician,168350,17,8,0,3.0,4.0,3.0,3,3,high
3581,No,Sales,2,Research Scientist,62300,14,1,0,1.0,3.0,4.0,2,3,medium
3582,No,Sales,1,Laboratory Technician,47170,19,11,0,3.0,2.0,2.0,3,3,low
3583,No,Research & Development,2,Laboratory Technician,132370,13,1,0,4.0,2.0,2.0,4,3,high
3584,No,Research & Development,2,Laboratory Technician,37550,19,5,0,1.0,3.0,3.0,3,3,low
3585,No,Sales,1,Laboratory Technician,65820,19,6,1,3.0,4.0,3.0,3,3,medium
3586,No,Sales,2,Manufacturing Director,74060,14,1,0,4.0,4.0,4.0,3,3,medium
3587,No,Research & Development,2,Healthcare Representative,48050,16,7,1,4.0,4.0,2.0,3,3,low
3588,No,Sales,2,Laboratory Technician,27410,15,1,0,3.0,3.0,2.0,3,3,low
3589,No,Research & Development,1,Laboratory Technician,42620,18,22,3,2.0,2.0,3.0,3,3,low
3590,No,Research & Development,2,Research Scientist,161840,13,9,0,4.0,3.0,3.0,4,3,high
3591,No,Sales,3,Laboratory Technician,115570,22,1,0,2.0,4.0,3.0,3,4,high
3592,No,Sales,3,Laboratory Technician,18780,13,1,0,4.0,3.0,3.0,3,3,low
3593,Yes,Research & Development,1,Manufacturing Director,109320,11,1,1,3.0,4.0,3.0,3,3,high
3594,No,Human Resources,2,Research Scientist,68110,11,8,2,3.0,4.0,2.0,3,3,medium
3595,Yes,Human Resources,2,Laboratory Technician,43060,11,24,1,1.0,2.0,3.0,3,3,low
3596,No,Research & Development,2,Manager,48590,24,33,15,4.0,2.0,3.0,4,4,low
3597,Yes,Research & Development,4,Research Scientist,53370,14,2,2,1.0,3.0,1.0,3,3,medium
3598,No,Research & Development,1,Manufacturing Director,23400,13,11,0,4.0,2.0,3.0,1,3,low
3599,No,Sales,3,Sales Representative,74910,14,3,0,3.0,1.0,3.0,2,3,medium
3600,No,Research & Development,2,Research Director,105270,14,29,11,4.0,2.0,2.0,3,3,high
3601,No,Research & Development,2,Research Scientist,165950,21,9,5,4.0,4.0,2.0,3,4,high
3602,No,Sales,3,Research Scientist,88340,13,11,5,3.0,2.0,4.0,3,3,medium
3603,No,Research & Development,1,Manager,55770,19,4,0,4.0,3.0,2.0,3,3,medium
3604,No,Research & Development,2,Research Scientist,47070,17,25,14,3.0,1.0,2.0,1,3,low
3605,No,Sales,2,Sales Executive,24000,18,10,1,3.0,2.0,4.0,3,3,low
3606,No,Research & Development,4,Healthcare Representative,98240,19,3,2,3.0,3.0,3.0,3,3,medium
3607,No,Research & Development,1,Manager,64470,13,1,0,2.0,2.0,3.0,3,3,medium
3608,No,Research & Development,1,Laboratory Technician,195020,18,21,15,4.0,4.0,4.0,4,3,high
3609,No,Research & Development,1,Healthcare Representative,27250,21,16,5,3.0,2.0,3.0,2,4,low
3610,Yes,Research & Development,2,Laboratory Technician,62720,19,10,0,1.0,4.0,3.0,3,3,medium
3611,No,Research & Development,2,Sales Representative,21270,14,2,2,4.0,4.0,3.0,3,3,low
3612,No,Sales,2,Research Scientist,182000,17,7,7,2.0,3.0,2.0,3,3,high
3613,No,Research & Development,1,Research Scientist,20960,11,8,1,3.0,3.0,3.0,3,3,low
3614,Yes,Research & Development,1,Sales Representative,28860,13,7,7,2.0,3.0,3.0,3,3,low
3615,No,Sales,2,Sales Representative,20330,15,3,1,4.0,1.0,2.0,3,3,low
3616,No,Research & Development,1,Research Scientist,36220,25,2,2,4.0,2.0,2.0,3,4,low
3617,No,Research & Development,1,Sales Executive,42330,11,10,0,3.0,4.0,4.0,3,3,low
3618,No,Research & Development,3,Laboratory Technician,36810,17,0,0,2.0,2.0,3.0,3,3,low
3619,No,Sales,1,Laboratory Technician,54600,13,19,15,3.0,2.0,3.0,3,3,medium
3620,No,Research & Development,2,Laboratory Technician,21870,18,2,2,1.0,3.0,3.0,1,3,low
3621,Yes,Research & Development,1,Sales Executive,96020,13,10,1,4.0,3.0,3.0,3,3,medium
3622,Yes,Research & Development,2,Laboratory Technician,28360,20,5,0,3.0,1.0,3.0,2,4,low
3623,No,Sales,4,Research Director,40890,18,9,6,1.0,4.0,3.0,4,3,low
3624,No,Sales,2,Sales Executive,166270,12,7,1,4.0,3.0,3.0,2,3,high
3625,No,Sales,1,Research Scientist,26190,12,7,5,4.0,1.0,4.0,2,3,low
3626,No,Research & Development,5,Sales Executive,56790,13,9,7,3.0,4.0,3.0,2,3,medium
3627,No,Research & Development,5,Laboratory Technician,154020,21,3,1,4.0,1.0,3.0,2,4,high
3628,Yes,Sales,1,Laboratory Technician,59850,13,5,1,4.0,2.0,3.0,2,3,medium
3629,Yes,Research & Development,3,Laboratory Technician,25790,19,8,7,2.0,2.0,2.0,3,3,low
3630,No,Research & Development,1,Sales Executive,30410,11,9,0,2.0,1.0,3.0,2,3,low
3631,No,Research & Development,2,Healthcare Representative,34470,14,8,1,1.0,3.0,3.0,3,3,low
3632,No,Research & Development,1,Sales Executive,195130,12,10,9,4.0,3.0,2.0,2,3,high
3633,No,Sales,1,Research Director,27730,11,19,11,3.0,2.0,3.0,3,3,low
3634,Yes,Research & Development,1,Sales Executive,71040,14,3,2,4.0,2.0,4.0,3,3,medium
3635,Yes,Sales,1,Laboratory Technician,63220,11,3,1,1.0,1.0,4.0,3,3,medium
3636,No,Research & Development,2,Laboratory Technician,20830,12,20,2,3.0,3.0,2.0,2,3,low
3637,No,Sales,2,Manufacturing Director,83810,15,19,9,4.0,3.0,3.0,3,3,medium
3638,No,Sales,3,Manufacturing Director,26910,16,7,7,4.0,2.0,3.0,3,3,low
3639,No,Research & Development,1,Laboratory Technician,42860,15,4,0,3.0,3.0,3.0,3,3,low
3640,No,Research & Development,2,Research Director,26590,24,9,1,4.0,4.0,2.0,3,4,low
3641,No,Sales,2,Sales Executive,94340,13,9,8,3.0,4.0,3.0,2,3,medium
3642,No,Sales,2,Healthcare Representative,55610,11,9,1,3.0,1.0,3.0,2,3,medium
3643,No,Sales,2,Manager,66460,13,9,1,3.0,3.0,3.0,2,3,medium
3644,No,Sales,4,Manufacturing Director,77250,13,33,0,3.0,2.0,3.0,3,3,medium
3645,No,Sales,1,Research Scientist,107250,18,7,1,2.0,1.0,3.0,2,3,high
3646,No,Sales,2,Research Scientist,88470,16,10,9,3.0,1.0,4.0,4,3,medium
3647,No,Research & Development,4,Research Scientist,20450,19,3,1,4.0,4.0,2.0,3,3,low
3648,Yes,Sales,2,Sales Executive,10090,13,10,5,3.0,1.0,2.0,4,3,low
3649,No,Research & Development,1,Research Scientist,33480,22,4,0,2.0,2.0,3.0,1,4,low
3650,No,Sales,1,Research Scientist,12810,11,15,6,1.0,1.0,2.0,3,3,low
3651,No,Research & Development,2,Research Scientist,28190,20,10,0,4.0,4.0,3.0,2,4,low
3652,No,Research & Development,2,Laboratory Technician,48510,18,1,0,3.0,4.0,3.0,3,3,low
3653,No,Research & Development,3,Manufacturing Director,40280,14,5,0,4.0,2.0,2.0,3,3,low
3654,No,Research & Development,2,Sales Executive,27200,22,0,0,4.0,4.0,2.7614364135407135,3,4,low
3655,No,Research & Development,2,Research Director,81200,13,9,0,4.0,4.0,3.0,2,3,medium
3656,No,Research & Development,1,Research Director,46470,17,6,0,4.0,4.0,3.0,4,3,low
3657,Yes,Research & Development,1,Human Resources,46800,14,19,3,1.0,3.0,2.0,4,3,low
3658,No,Research & Development,2,Laboratory Technician,32210,15,19,15,4.0,2.0,3.0,3,3,low
3659,No,Sales,2,Research Scientist,86210,17,5,0,1.0,3.0,3.0,3,3,medium
3660,No,Research & Development,2,Sales Executive,45770,11,12,11,2.0,3.0,3.0,2,3,low
3661,No,Research & Development,1,Research Scientist,45530,18,8,7,2.0,3.0,3.0,4,3,low
3662,Yes,Research & Development,2,Manufacturing Director,53960,17,1,0,3.0,4.0,4.0,1,3,medium
3663,Yes,Research & Development,1,Manufacturing Director,67960,13,4,3,4.0,3.0,2.0,3,3,medium
3664,No,Research & Development,2,Sales Representative,76250,15,4,0,4.0,3.0,3.0,2,3,medium
3665,No,Research & Development,2,Laboratory Technician,74120,24,14,4,3.0,4.0,4.0,3,4,medium
3666,No,Research & Development,2,Healthcare Representative,111590,12,5,0,3.0,1.0,3.0,3,3,high
3667,Yes,Research & Development,2,Sales Executive,49600,15,10,6,4.0,3.0,2.0,2,3,low
3668,No,Research & Development,2,Healthcare Representative,104750,11,5,1,1.0,4.0,4.0,3,3,high
3669,No,Research & Development,2,Sales Executive,148140,11,4,3,2.0,2.0,3.0,2,3,high
3670,No,Research & Development,4,Sales Executive,191410,12,6,3,4.0,4.0,2.0,3,3,high
3671,No,Research & Development,1,Healthcare Representative,54050,15,6,1,3.0,3.0,3.0,4,3,medium
3672,No,Research & Development,1,Sales Executive,87930,17,5,1,2.0,4.0,4.0,3,3,medium
3673,No,Research & Development,5,Research Director,191890,12,3,1,3.0,2.0,2.0,3,3,high
3674,No,Research & Development,2,Sales Executive,38750,15,6,0,3.0,3.0,3.0,3,3,low
3675,No,Research & Development,1,Sales Executive,22160,13,3,1,1.0,3.0,2.0,2,3,low
3676,No,Research & Development,2,Sales Executive,117130,14,5,0,4.0,3.0,2.0,3,3,high
3677,No,Research & Development,1,Laboratory Technician,78610,14,20,1,1.0,3.0,1.0,3,3,medium
3678,No,Research & Development,1,Human Resources,37080,16,6,4,4.0,4.0,3.0,3,3,low
3679,Yes,Research & Development,1,Research Scientist,137700,18,8,7,4.0,3.0,3.0,4,3,high
3680,No,Research & Development,3,Laboratory Technician,53040,20,4,1,1.0,4.0,3.0,3,4,medium
3681,No,Sales,3,Research Scientist,26420,13,20,0,2.7236031927023947,1.0,3.0,3,3,low
3682,No,Research & Development,1,Healthcare Representative,27590,18,5,0,3.0,1.0,1.0,3,3,low
3683,No,Research & Development,2,Manager,68040,13,3,0,1.0,3.0,3.0,3,3,medium
3684,No,Research & Development,2,Research Director,61420,15,2,2,3.0,4.0,3.0,3,3,medium
3685,No,Research & Development,2,Sales Executive,25000,14,3,0,1.0,4.0,2.0,1,3,low
3686,No,Research & Development,1,Research Scientist,63890,22,7,0,3.0,1.0,3.0,2,4,medium
3687,No,Sales,1,Laboratory Technician,111030,12,10,0,2.0,1.0,2.0,2,3,high
3688,Yes,Sales,2,Healthcare Representative,23420,18,4,1,1.0,1.0,3.0,3,3,low
3689,Yes,Sales,2,Laboratory Technician,68110,15,8,7,3.0,4.0,3.0,3,3,medium
3690,No,Sales,2,Manager,22970,18,20,12,4.0,4.0,2.0,2,3,low
3691,No,Sales,2,Laboratory Technician,24500,12,9,1,4.0,1.0,3.0,3,3,low
3692,No,Research & Development,3,Research Scientist,50930,16,7,0,2.0,4.0,4.0,3,3,medium
3693,No,Research & Development,2,Sales Executive,53090,13,5,0,1.0,2.0,3.0,3,3,medium
3694,Yes,Sales,2,Manager,30570,19,1,0,2.0,3.0,3.0,3,3,low
3695,No,Sales,3,Sales Executive,51210,13,3,0,4.0,1.0,3.0,3,3,medium
3696,No,Research & Development,1,Laboratory Technician,168560,12,3,1,1.0,2.0,4.0,3,3,high
3697,No,Sales,5,Manager,26860,11,4,1,4.0,1.0,3.0,4,3,low
3698,Yes,Sales,1,Research Scientist,61800,14,1,0,1.0,2.0,4.0,1,3,medium
3699,No,Human Resources,4,Sales Executive,66320,16,5,1,2.0,1.0,4.0,3,3,medium
3700,No,Sales,2,Research Scientist,35050,12,10,1,1.0,4.0,2.0,2,3,low
3701,No,Research & Development,3,Research Director,63970,14,3,0,3.0,1.0,2.0,3,3,medium
3702,No,Research & Development,2,Sales Executive,62740,14,6,1,1.0,4.0,2.0,3,3,medium
3703,Yes,Sales,2,Research Scientist,198590,19,3,2,1.0,1.0,3.0,2,3,high
3704,No,Sales,1,Healthcare Representative,75870,22,6,1,3.0,3.0,1.0,3,4,medium
3705,No,Research & Development,2,Sales Representative,42580,16,3,1,1.0,1.0,4.0,3,3,low
3706,No,Research & Development,2,Laboratory Technician,43640,11,20,5,1.0,3.0,4.0,3,3,low
3707,No,Research & Development,1,Manufacturing Director,43350,15,5,0,4.0,3.0,3.0,3,3,low
3708,No,Sales,1,Research Scientist,53260,14,4,0,4.0,4.0,2.0,3,3,medium
3709,No,Research & Development,1,Sales Executive,32800,13,5,0,4.0,2.0,2.0,3,3,low
3710,No,Research & Development,3,Sales Executive,54850,17,4,0,2.0,3.0,2.0,3,3,medium
3711,No,Sales,1,Sales Executive,43420,11,8,0,3.0,3.0,4.0,2,3,low
3712,No,Research & Development,2,Human Resources,27820,19,13,9,1.0,4.0,3.0,3,3,low
3713,Yes,Research & Development,1,Manufacturing Director,59800,11,7,4,1.0,4.0,4.0,3,3,medium
3714,Yes,Research & Development,2,Manufacturing Director,43810,15,1,0,1.0,1.0,4.0,2,3,low
3715,Yes,Sales,2,Sales Executive,25720,13,10,4,3.0,2.0,3.0,3,3,low
3716,No,Sales,1,Sales Executive,38330,14,7,0,2.0,1.0,3.0,3,3,low
3717,No,Research & Development,3,Human Resources,42440,13,3,0,4.0,2.0,3.0,3,3,low
3718,Yes,Research & Development,1,Laboratory Technician,65000,23,2,2,2.0,4.0,1.0,3,4,medium
3719,No,Research & Development,1,Research Scientist,184300,12,3,1,2.0,4.0,4.0,3,3,high
3720,No,Research & Development,2,Research Scientist,16010,12,2,2,3.0,1.0,3.0,3,3,low
3721,Yes,Research & Development,2,Research Scientist,26940,16,2,2,1.0,3.0,3.0,3,3,low
3722,No,Research & Development,1,Sales Executive,31490,15,9,4,4.0,2.0,3.0,2,3,low
3723,No,Research & Development,1,Research Scientist,176390,13,5,1,4.0,1.0,3.0,3,3,high
3724,No,Research & Development,1,Laboratory Technician,23190,18,5,0,3.0,3.0,3.0,2,3,low
3725,No,Research & Development,2,Manager,116910,20,9,8,4.0,2.0,2.0,3,4,high
3726,No,Research & Development,3,Laboratory Technician,53240,19,3,1,1.0,3.0,2.0,1,3,medium
3727,No,Research & Development,3,Laboratory Technician,167520,18,3,1,3.0,3.0,4.0,3,3,high
3728,No,Research & Development,3,Research Scientist,52280,13,5,1,4.0,2.0,2.0,4,3,medium
3729,No,Human Resources,2,Sales Executive,27000,14,4,0,4.0,1.0,3.0,3,3,low
3730,No,Research & Development,1,Sales Representative,192460,15,13,3,4.0,1.0,3.0,3,3,high
3731,No,Sales,1,Laboratory Technician,25060,22,2,2,4.0,3.0,2.0,3,4,low
3732,No,Research & Development,1,Sales Executive,60620,22,12,5,1.0,4.0,3.0,3,4,medium
3733,No,Research & Development,5,Manufacturing Director,43820,16,1,0,1.0,3.0,2.0,3,3,low
3734,No,Research & Development,1,Manufacturing Director,21430,17,1,0,3.0,3.0,2.0,3,3,low
3735,No,Sales,3,Research Scientist,61620,14,12,2,2.0,3.0,2.0,2,3,medium
3736,No,Research & Development,2,Sales Executive,50940,15,8,0,3.0,2.0,3.0,3,3,medium
3737,No,Research & Development,2,Sales Representative,68770,20,14,6,2.0,1.0,2.0,3,4,medium
3738,Yes,Research & Development,1,Research Scientist,22740,20,3,1,1.0,3.0,4.0,3,4,low
3739,Yes,Research & Development,5,Research Scientist,44340,17,5,0,1.0,2.0,1.0,3,3,low
3740,Yes,Research & Development,1,Research Scientist,62880,15,15,10,1.0,2.0,4.0,3,3,medium
3741,No,Sales,4,Healthcare Representative,25530,14,1,0,4.0,3.0,3.0,2,3,low
3742,Yes,Sales,2,Research Scientist,76540,17,0,0,2.0,1.0,2.0,2,3,medium
3743,No,Research & Development,2,Manager,51600,17,1,0,4.0,2.0,3.0,1,3,medium
3744,No,Research & Development,2,Research Scientist,171590,22,2,2,2.0,3.0,2.0,2,4,high
3745,No,Sales,1,Sales Executive,128080,13,10,0,3.0,3.0,3.0,3,3,high
3746,No,Research & Development,3,Sales Executive,102210,19,5,1,3.0,3.0,4.0,3,3,high
3747,No,Sales,2,Research Scientist,47790,14,3,1,4.0,3.0,3.0,3,3,low
3748,No,Research & Development,2,Research Scientist,37370,22,5,0,1.0,2.0,3.0,3,4,low
3749,No,Research & Development,2,Sales Representative,23660,17,5,1,3.0,3.0,2.0,2,3,low
3750,Yes,Sales,2,Laboratory Technician,17060,12,0,0,3.0,1.0,2.0,3,3,low
3751,No,Sales,1,Laboratory Technician,163070,16,1,0,1.0,3.0,1.0,2,3,high
3752,No,Research & Development,2,Sales Executive,59330,11,4,1,3.0,1.0,3.0,3,3,medium
3753,No,Research & Development,1,Research Scientist,34240,11,3,1,3.0,1.0,3.0,3,3,low
3754,No,Research & Development,1,Research Scientist,40370,14,3,0,4.0,2.0,3.0,1,3,low
3755,No,Research & Development,2,Laboratory Technician,25590,11,8,1,3.0,2.0,2.0,2,3,low
3756,No,Research & Development,1,Sales Executive,62010,15,0,0,4.0,3.0,3.0,2,3,medium
3757,No,Research & Development,3,Laboratory Technician,44030,20,5,0,3.0,4.0,4.0,2,4,low
3758,No,Sales,4,Research Scientist,37610,12,14,1,2.0,4.0,3.0,2,3,low
3759,Yes,Research & Development,2,Research Scientist,109340,17,9,0,1.0,1.0,1.0,3,3,high
3760,No,Sales,1,Sales Representative,107610,11,20,14,4.0,1.0,4.0,2,3,high
3761,No,Sales,2,Laboratory Technician,51750,17,2,2,2.0,2.0,3.0,4,3,medium
3762,No,Research & Development,3,Manufacturing Director,138260,11,13,5,3.0,2.0,4.0,2,3,high
3763,No,Research & Development,2,Research Scientist,63340,14,11,3,4.0,2.0,1.0,4,3,medium
3764,No,Research & Development,2,Manager,49360,19,4,1,1.0,3.0,3.0,2,3,low
3765,Yes,Research & Development,2,Research Director,47750,15,5,1,4.0,1.0,1.0,4,3,low
3766,No,Human Resources,2,Manufacturing Director,28180,13,10,8,4.0,3.0,3.0,3,3,low
3767,Yes,Research & Development,2,Healthcare Representative,25150,14,7,7,4.0,3.0,1.0,2,3,low
